sequence,v115@9gA8IeB8HeD8FeE8OeUAJvhFamBzhB5nB9tBzrBOtB,v115@9gA8IeB8HeD8FeE8OeUAJvhFGhBTjB/rBNsBTtB6sB,v115@9gA8IeB8HeD8FeE8OeUAJvhFRhBGjBTmBXsBTtBlsB,v115@9gA8IeB8HeD8FeE8OeUAJvhFFhBXiBTjBxrBTtBSxB,v115@9gA8IeB8HeD8FeE8OeRAJvhFtmBTjBmlBXsBTtB6sB,v115@9gA8IeB8HeD8FeE8OeFAJvhFXhB5nBTjBmrBTtB8rB,v115@9gA8IeB8HeD8FeE8OeUAJvhFamBRiBGnBzrBXtB9tB,v115@9gA8IeB8HeD8FeE8OeRAJvhFzhB6oBmlBzrBUtBtsB,v115@9gA8IeB8HeD8FeE8OeUAJvhFTjBimB9sBGmBTtBXsB,v115@9gA8IeB8HeD8FeE8OeUAJvhFRhBSnB/rB9tBTsBOtB,v115@9gA8IeB8HeD8FeE8OeUAJvhFGhBxiB/rBNsBTtBCtB,v115@9gA8IeB8HeD8FeE8OeUAJvhFRhBTmB9tBXsBmsBCtB,v115@9gA8IeB8HeD8FeE8OeUAJvhFRhBtnBTmBesBXtB6tB,v115@9gA8IeB8HeD8FeE8OeUAJvhFamBXjBzmB9tBGnBRxB,v115@9gA8IeB8HeD8FeE8OeUAJvhFZnBtnBTmBXtB6tBGrB,v115@9gA8IeB8HeD8FeE8OeUAJvhFTjBxmBFmBXnBSxBTtB,v115@9gA8IeB8HeD8FeE8OeUAJvhFamBRnB9tBGnBzrBXtB,v115@9gA8IeB8HeD8FeE8OeUAJvhFGhB/rBxnBNsBTtBCtB,v115@9gA8IeB8HeD8FeE8OeUAJvhFGhBNnB/rBToBCoBxxB,v115@9gA8IeB8HeD8FeE8OeUAJvhFamBXjB+tBRsBtrBTsB
OIOTSZJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OIOTZLJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIOTZLS,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIOTZJL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOTZJS,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOTZSL,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIOTZSJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OIOLTJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOLTJZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOLTSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOLTSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIOLTZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIOLTZS,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OIOLJTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOLJTZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOLJST,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOLJSZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOLJZT,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIOLJZS,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIOLSTJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOLSTZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOLSJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOLSJZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOLSZT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIOLSZJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIOLZTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIOLZTS,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OIOLZJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIOLZJS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIOLZST,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIOLZSJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIOJTLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOJTLZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOJTSL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOJTSZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOJTZL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOJTZS,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOJLTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOJLTZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOJLST,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOJLSZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOJLZT,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOJLZS,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOJSTL,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OIOJSTZ,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OIOJSLT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOJSLZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOJSZT,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OIOJSZL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOJZTL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOJZTS,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOJZLT,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOJZLS,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOJZST,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OIOJZSL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOSTLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOSTLZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OIOSTJL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOSTJZ,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OIOSTZL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OIOSTZJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OIOSLTJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOSLTZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOSLJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOSLJZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOSLZT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOSLZJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOSJTL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOSJTZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OIOSJLT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOSJLZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOSJZT,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
OIOSJZL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOSZTL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OIOSZTJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OIOSZLT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOSZLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOSZJT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
OIOSZJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOZTLJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIOZTLS,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIOZTJL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOZTJS,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOZTSL,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIOZTSJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OIOZLTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIOZLTS,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OIOZLJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIOZLJS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIOZLST,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIOZLSJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIOZJTL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOZJTS,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOZJLT,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOZJLS,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOZJST,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OIOZJSL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOZSTL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OIOZSTJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OIOZSLT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOZSLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIOZSJT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
OIOZSJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTIJSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLTIJSO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTIJZS,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OLTIJZO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OLTIJOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTIJOZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTISJZ,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OLTISJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTISZJ,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,O,X,X,X
OLTISZO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLTISOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTISOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLTIZJS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OLTIZJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OLTIZSJ,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,O,X,X,X
OLTIZSO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLTIZOJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
OLTIZOS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OLTIOJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTIOJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTIOSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTIOSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLTIOZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
OLTIOZS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OLTJISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJISO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJIZS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OLTJIZO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OLTJIOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJIOZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJSIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJSIO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJSZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJSZO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJSOI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJSOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJZIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OLTJZIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OLTJZSI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJZSO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJZOI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTJZOS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTJOIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJOIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJOSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJOSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJOZI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTJOZS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTSIJZ,O,O,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X
OLTSIJO,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OLTSIZJ,O,O,X,X,X,X,X,X,X,O,O,O,X,O,X,X,O,X,X,X
OLTSIZO,O,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OLTSIOJ,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OLTSIOZ,O,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OLTSJIZ,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
OLTSJIO,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
OLTSJZI,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
OLTSJZO,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
OLTSJOI,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
OLTSJOZ,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
OLTSZIJ,O,O,X,X,X,X,X,X,X,O,O,O,X,O,X,X,O,X,X,X
OLTSZIO,O,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OLTSZJI,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
OLTSZJO,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
OLTSZOI,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OLTSZOJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OLTSOIJ,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OLTSOIZ,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OLTSOJI,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OLTSOJZ,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OLTSOZI,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OLTSOZJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OLTZIJS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OLTZIJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OLTZISJ,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,O,X,X,X
OLTZISO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLTZIOJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
OLTZIOS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OLTZJIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OLTZJIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OLTZJSI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTZJSO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTZJOI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTZJOS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTZSIJ,O,O,X,X,X,X,X,X,X,O,O,O,X,O,X,X,O,X,X,X
OLTZSIO,O,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OLTZSJI,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
OLTZSJO,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
OLTZSOI,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OLTZSOJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OLTZOIJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
OLTZOIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OLTZOJI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTZOJS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTZOSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTZOSJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTOIJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTOIJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTOISJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTOISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTOIZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
OLTOIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OLTOJIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTOJIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTOJSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTOJSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTOJZI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTOJZS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTOSIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTOSIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTOSJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTOSJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTOSZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTOSZJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTOZIJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
OLTOZIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OLTOZJI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTOZJS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTOZSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTOZSJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLITJSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLITJSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLITJZS,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OLITJZO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OLITJOS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLITJOZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLITSJZ,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
OLITSJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLITSZJ,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
OLITSZO,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLITSOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLITSOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLITZJS,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OLITZJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OLITZSJ,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
OLITZSO,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLITZOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
OLITZOS,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OLITOJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLITOJZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLITOSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLITOSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLITOZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
OLITOZS,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OLIJTSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLIJTSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIJTZS,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLIJTZO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIJTOS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIJTOZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIJSTZ,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OLIJSTO,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OLIJSZT,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OLIJSZO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIJSOT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIJSOZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIJZTS,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLIJZTO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIJZST,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OLIJZSO,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIJZOT,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OLIJZOS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OLIJOTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIJOTZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIJOST,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIJOSZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIJOZT,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OLIJOZS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
