sequence,v115@GhA8HeD8FeD8EeC8JeT/IvhFZlBumB3iBtqBXsBarB,v115@GhA8HeD8FeD8EeC8JeT/IvhFihB3iB9qBcrBXsBOqB,v115@GhA8HeD8FeD8EeC8Jei/IvhFRhB3iBTmB0qBXsBFqB,v115@GhA8HeD8FeD8EeC8JeT/IvhF0gBlhB3iBxqBXsB2vB,v115@GhA8HeD8FeD8EeC8JeT/IvhFNlBUhBunB3qB3rBasB,v115@GhA8HeD8FeD8EeC8JeT/IvhFdmBRiBCnB0qBXsBOqB,v115@GhA8HeD8FeD8EeC8JeT/IvhF0hBliBxqBXsBKqBfrB,v115@GhA8HeD8FeD8EeC8JeT/IvhFZlB0hBliBCrBXsBfrB,v115@GhA8HeD8FeD8EeC8JeT/IvhFRhBunB/rBasB0qBNqB,v115@GhA8HeD8FeD8EeC8JeT/IvhF3iBxlB0lBlmB2vBXsB,v115@GhA8HeD8FeD8EeC8JeT/IvhFamBumB3iB0qBXsBNqB,v115@GhA8HeD8FeD8EeC8Jex/IvhFihB3iB9qBcrBXsBmpB,v115@GhA8HeD8FeD8EeC8JeT/IvhFNlBymBunBfsB3qBUrB,v115@GhA8HeD8FeD8EeC8JeiBJvhF3iBxkBcrB9qBXsBmpB,v115@GhA8HeD8FeD8EeC8JeT/IvhF3hBunBdsBiqB/qBUrB,v115@GhA8HeD8FeD8EeC8JeT/IvhFUhBunBdsBiqB/qB3rB,v115@GhA8HeD8FeD8EeC8Je3CJvhFxkBdrBqrBmkBUnB3qB,v115@GhA8HeD8FeD8EeC8JeT/IvhFZlB3hB3iBUrBFsBuqB,v115@GhA8HeD8FeD8EeC8JeT/IvhFZlBWmB3iB8qBFsB3rB,v115@GhA8HeD8FeD8EeC8Jei/IvhF3iBUlBxrBFrB3qBzrB
SJZSOIT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJZSOIL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJZSOLT,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SJZSOLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJZOTIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJZOTIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJZOTLI,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SJZOTLS,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SJZOTSI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJZOTSL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJZOITL,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJZOITS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJZOILT,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SJZOILS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJZOIST,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJZOISL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJZOLTI,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SJZOLTS,X,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SJZOLIT,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SJZOLIS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJZOLST,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SJZOLSI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJZOSTI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJZOSTL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJZOSIT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJZOSIL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJZOSLT,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SJZOSLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOTILS,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
SJOTILZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SJOTISL,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOTISZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SJOTIZL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X
SJOTIZS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X
SJOTLIS,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SJOTLIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SJOTLSI,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SJOTLSZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X
SJOTLZI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SJOTLZS,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X
SJOTSIL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOTSIZ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SJOTSLI,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SJOTSLZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SJOTSZI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SJOTSZL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOTZIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SJOTZIS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SJOTZLI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SJOTZLS,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
SJOTZSI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SJOTZSL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOITLS,O,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SJOITLZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SJOITSL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOITSZ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SJOITZL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X
SJOITZS,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X
SJOILTS,O,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SJOILTZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOILST,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SJOILSZ,X,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SJOILZT,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SJOILZS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOISTL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOISTZ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOISLT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOISLZ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOISZT,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOISZL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOIZTL,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOIZTS,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOIZLT,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SJOIZLS,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOIZST,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOIZSL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOLTIS,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SJOLTIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SJOLTSI,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SJOLTSZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X
SJOLTZI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SJOLTZS,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X
SJOLITS,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SJOLITZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOLIST,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SJOLISZ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SJOLIZT,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SJOLIZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOLSTI,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SJOLSTZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SJOLSIT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOLSIZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOLSZT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SJOLSZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOLZTI,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SJOLZTS,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SJOLZIT,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SJOLZIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOLZST,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SJOLZSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOSTIL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOSTIZ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOSTLI,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SJOSTLZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SJOSTZI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SJOSTZL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOSITL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOSITZ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOSILT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOSILZ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOSIZT,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOSIZL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOSLTI,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SJOSLTZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SJOSLIT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOSLIZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOSLZT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SJOSLZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOSZTI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOSZTL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOSZIT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOSZIL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOSZLT,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SJOSZLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOZTIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOZTIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOZTLI,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SJOZTLS,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SJOZTSI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOZTSL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOZITL,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOZITS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOZILT,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SJOZILS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOZIST,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOZISL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOZLTI,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SJOZLTS,X,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SJOZLIT,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SJOZLIS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOZLST,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SJOZLSI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOZSTI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOZSTL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOZSIT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOZSIL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOZSLT,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SJOZSLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSTILJZ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SSTILJO,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SSTILZJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
SSTILZO,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SSTILOJ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SSTILOZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SSTIJLZ,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SSTIJLO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SSTIJZL,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SSTIJZO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSTIJOL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSTIJOZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SSTIZLJ,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X
SSTIZLO,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X
SSTIZJL,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTIZJO,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTIZOL,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTIZOJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SSTIOLJ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SSTIOLZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SSTIOJL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSTIOJZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SSTIOZL,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTIOZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SSTLIJZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SSTLIJO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SSTLIZJ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
SSTLIZO,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SSTLIOJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SSTLIOZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SSTLJIZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSTLJIO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSTLJZI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSTLJZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSTLJOI,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SSTLJOZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SSTLZIJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTLZIO,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTLZJI,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SSTLZJO,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SSTLZOI,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTLZOJ,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SSTLOIJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SSTLOIZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SSTLOJI,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SSTLOJZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SSTLOZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SSTLOZJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSTJILZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSTJILO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSTJIZL,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SSTJIZO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSTJIOL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SSTJIOZ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SSTJLIZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSTJLIO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSTJLZI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSTJLZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSTJLOI,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SSTJLOZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SSTJZIL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTJZIO,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTJZLI,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SSTJZLO,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SSTJZOI,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTJZOL,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SSTJOIL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SSTJOIZ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SSTJOLI,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SSTJOLZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SSTJOZI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SSTJOZL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSTZILJ,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X
SSTZILO,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X
SSTZIJL,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTZIJO,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTZIOL,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTZIOJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SSTZLIJ,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
SSTZLIO,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
SSTZLJI,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SSTZLJO,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SSTZLOI,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTZLOJ,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SSTZJIL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTZJIO,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTZJLI,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SSTZJLO,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SSTZJOI,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTZJOL,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SSTZOIL,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTZOIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SSTZOLI,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTZOLJ,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SSTZOJI,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTZOJL,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SSTOILJ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SSTOILZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SSTOIJL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSTOIJZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SSTOIZL,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTOIZJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SSTOLIJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SSTOLIZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SSTOLJI,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SSTOLJZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SSTOLZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SSTOLZJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSTOJIL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SSTOJIZ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SSTOJLI,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SSTOJLZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SSTOJZI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SSTOJZL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSTOZIL,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTOZIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SSTOZLI,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTOZLJ,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SSTOZJI,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SSTOZJL,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SSITLJZ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SSITLJO,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SSITLZJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
SSITLZO,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
