sequence,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBamB5nBTjBdsBurB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBRhBGjBTmBXsBlsB,v115@RhA8AeB8DeG8CeB8Je/EJvhFFgBxhBTjBUmBXsBGsB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBFhBXiBTjBxrBSxB,v115@RhA8AeB8DeG8CeB8Je/EJvhFRgBtmBTjBmlBXsB6sB,v115@RhA8AeB8DeG8CeB8Je/EJvhFFgBXhBTjBxrB8rB+sB,v115@RhA8AeB8DeG8CeB8Je/EJvhFFgBXhB5nBTjBmrB8rB,v115@RhA8AeB8DeG8CeB8Je2EJvhFXhBXiBTjB9sBClB0rB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBamBumBTjBXsB9sB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBTjBxmBFmBXnBSxB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBTjBimB9sBGmBXsB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBGhBTjB/rBNsB6sB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBGhBxiB/rBNsBCtB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBGhB/rBxnBNsBCtB
SZSJTOL,X,X,O,X,O,X,X,O,X,X,X,O,O,X
SZSJITL,X,X,O,X,O,X,X,X,X,X,X,O,O,O
SZSJITO,X,O,O,X,O,X,X,X,X,X,X,O,O,O
SZSJILT,X,X,O,X,X,X,X,X,O,X,X,X,X,O
SZSJILO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SZSJIOT,X,O,O,X,O,X,X,X,X,X,X,O,X,O
SZSJIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SZSJLTI,X,X,O,X,X,X,X,X,O,X,X,O,O,X
SZSJLTO,X,X,O,X,X,X,X,X,O,X,X,O,O,X
SZSJLIT,X,X,O,X,X,X,X,X,O,X,X,X,X,O
SZSJLIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SZSJLOT,X,X,O,X,X,X,X,X,O,X,X,O,X,X
SZSJLOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SZSJOTI,X,O,O,X,O,X,X,O,X,X,X,O,O,X
SZSJOTL,X,O,O,X,O,X,X,O,X,X,X,O,O,X
SZSJOIT,X,O,O,X,O,X,X,X,X,X,X,O,X,O
SZSJOIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SZSJOLT,X,X,O,X,X,X,X,X,O,X,X,O,X,X
SZSJOLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SZSOTIL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
SZSOTIJ,X,O,O,X,X,X,X,O,X,X,X,O,O,X
SZSOTLI,O,O,O,X,X,X,X,X,X,X,X,O,O,X
SZSOTLJ,X,O,O,X,X,X,X,O,X,X,O,O,O,X
SZSOTJI,X,O,O,X,O,X,X,O,X,X,X,O,O,X
SZSOTJL,X,O,O,X,O,X,X,O,X,X,X,O,O,X
SZSOITL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
SZSOITJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X
SZSOILT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SZSOILJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SZSOIJT,X,O,O,X,O,X,X,X,X,X,X,O,X,O
SZSOIJL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SZSOLTI,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SZSOLTJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X
SZSOLIT,O,O,O,X,X,X,X,X,X,O,X,X,X,X
SZSOLIJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SZSOLJT,X,X,O,X,X,X,X,X,O,X,X,O,X,X
SZSOLJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SZSOJTI,X,O,O,X,O,X,X,O,X,X,X,O,O,X
SZSOJTL,X,O,O,X,O,X,X,O,X,X,X,O,O,X
SZSOJIT,X,O,O,X,O,X,X,X,X,X,X,O,X,O
SZSOJIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SZSOJLT,X,X,O,X,X,X,X,X,O,X,X,O,X,X
SZSOJLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SZOTILJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SZOTILS,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SZOTIJL,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SZOTIJS,X,O,O,X,X,O,O,O,X,X,X,X,X,X
SZOTISL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
SZOTISJ,X,O,O,X,X,X,X,O,X,X,X,O,O,X
SZOTLIJ,O,X,X,O,X,X,X,X,X,O,O,X,X,X
SZOTLIS,O,X,O,O,X,X,X,X,X,O,X,X,X,X
SZOTLJI,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SZOTLJS,X,X,X,X,X,X,X,O,X,X,O,X,X,X
SZOTLSI,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SZOTLSJ,X,X,O,X,X,X,X,O,X,X,O,O,X,X
SZOTJIL,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SZOTJIS,X,O,O,X,X,X,O,O,X,X,X,X,X,X
SZOTJLI,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SZOTJLS,X,X,X,X,X,X,X,O,X,X,O,X,X,X
SZOTJSI,X,X,O,X,O,X,X,O,X,X,X,O,X,X
SZOTJSL,X,X,O,X,O,X,X,O,X,X,X,O,X,X
SZOTSIL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
SZOTSIJ,X,O,O,X,X,X,X,O,X,X,X,O,O,X
SZOTSLI,O,O,O,X,X,X,X,X,X,X,X,O,O,X
SZOTSLJ,X,O,O,X,X,X,X,O,X,X,O,O,O,X
SZOTSJI,X,O,O,X,O,X,X,O,X,X,X,O,O,X
SZOTSJL,X,O,O,X,O,X,X,O,X,X,X,O,O,X
SZOITLJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SZOITLS,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SZOITJL,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SZOITJS,X,O,O,X,X,O,O,O,X,X,X,X,X,X
SZOITSL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
SZOITSJ,X,O,O,X,X,X,X,O,X,X,X,O,X,X
SZOILTJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X
SZOILTS,O,X,O,O,X,X,X,X,X,O,X,X,X,X
SZOILJT,O,X,X,O,X,X,X,X,X,O,X,X,X,X
SZOILJS,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SZOILST,O,O,O,O,X,X,X,X,X,O,X,X,X,X
SZOILSJ,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SZOIJTL,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SZOIJTS,X,O,O,X,X,O,O,O,X,X,X,X,X,X
SZOIJLT,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SZOIJLS,X,O,X,O,X,O,O,X,X,X,X,X,X,X
SZOIJST,X,O,O,X,O,O,O,X,X,X,X,X,X,X
SZOIJSL,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SZOISTL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
SZOISTJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X
SZOISLT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SZOISLJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SZOISJT,X,O,O,X,O,X,X,X,X,X,X,O,X,O
SZOISJL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SZOLTIJ,O,X,X,O,X,X,X,X,X,O,O,X,X,X
SZOLTIS,O,X,O,O,X,X,X,X,X,O,X,X,X,X
SZOLTJI,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SZOLTJS,X,X,X,X,X,X,X,O,X,X,O,X,X,X
SZOLTSI,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SZOLTSJ,X,X,O,X,X,X,X,O,X,X,O,O,X,X
SZOLITJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X
SZOLITS,O,X,O,O,X,X,X,X,X,O,X,X,X,X
SZOLIJT,O,X,X,O,X,X,X,X,X,O,X,X,X,X
SZOLIJS,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SZOLIST,O,O,O,O,X,X,X,X,X,O,X,X,X,X
SZOLISJ,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SZOLJTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOLJTS,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SZOLJIT,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SZOLJIS,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SZOLJST,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOLJSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOLSTI,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SZOLSTJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X
SZOLSIT,O,O,O,X,X,X,X,X,X,O,X,X,X,X
SZOLSIJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SZOLSJT,X,X,O,X,X,X,X,X,O,X,X,O,X,X
SZOLSJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SZOJTIL,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SZOJTIS,X,O,O,X,X,X,O,O,X,X,X,X,X,X
SZOJTLI,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SZOJTLS,X,X,X,X,X,X,X,O,X,X,O,X,X,X
SZOJTSI,X,X,O,X,O,X,X,O,X,X,X,O,X,X
SZOJTSL,X,X,O,X,O,X,X,O,X,X,X,O,X,X
SZOJITL,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SZOJITS,X,O,O,X,X,X,O,O,X,X,X,X,X,X
SZOJILT,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SZOJILS,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SZOJIST,X,O,O,X,O,X,O,X,X,X,X,X,X,X
SZOJISL,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SZOJLTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOJLTS,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SZOJLIT,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SZOJLIS,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SZOJLST,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOJLSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOJSTI,X,O,O,X,O,X,X,O,X,X,X,O,X,X
SZOJSTL,X,O,O,X,O,X,X,O,X,X,X,O,X,X
SZOJSIT,X,O,O,X,O,X,X,X,X,X,X,O,X,X
SZOJSIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SZOJSLT,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SZOJSLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SZOSTIL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
SZOSTIJ,X,O,O,X,X,X,X,O,X,X,X,O,O,X
SZOSTLI,O,O,O,X,X,X,X,X,X,X,X,O,O,X
SZOSTLJ,X,O,O,X,X,X,X,O,X,X,O,O,O,X
SZOSTJI,X,O,O,X,O,X,X,O,X,X,X,O,O,X
SZOSTJL,X,O,O,X,O,X,X,O,X,X,X,O,O,X
SZOSITL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
SZOSITJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X
SZOSILT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SZOSILJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SZOSIJT,X,O,O,X,O,X,X,X,X,X,X,O,X,O
SZOSIJL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SZOSLTI,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SZOSLTJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X
SZOSLIT,O,O,O,X,X,X,X,X,X,O,X,X,X,X
SZOSLIJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SZOSLJT,X,X,O,X,X,X,X,X,O,X,X,O,X,X
SZOSLJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SZOSJTI,X,O,O,X,O,X,X,O,X,X,X,O,O,X
SZOSJTL,X,O,O,X,O,X,X,O,X,X,X,O,O,X
SZOSJIT,X,O,O,X,O,X,X,X,X,X,X,O,X,O
SZOSJIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SZOSJLT,X,X,O,X,X,X,X,X,O,X,X,O,X,X
SZOSJLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SOTILJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SOTILJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SOTILSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SOTILSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SOTILZJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SOTILZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SOTIJLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SOTIJLZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SOTIJSL,X,X,X,X,O,X,X,O,X,X,X,O,X,X
SOTIJSZ,X,O,X,X,O,O,O,X,X,X,X,O,O,X
SOTIJZL,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SOTIJZS,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SOTISLJ,O,O,X,O,X,X,X,X,X,X,X,O,X,X
SOTISLZ,O,O,X,O,X,X,X,X,X,X,X,O,X,X
SOTISJL,X,O,X,X,O,X,X,O,X,X,X,O,X,X
SOTISJZ,X,O,X,X,O,O,O,X,X,X,X,O,O,X
SOTISZL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
SOTISZJ,X,O,O,X,X,O,X,X,X,X,X,O,O,X
SOTIZLJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SOTIZLS,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SOTIZJL,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SOTIZJS,X,O,O,X,X,O,O,X,X,X,X,X,X,X
SOTIZSL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
SOTIZSJ,X,O,O,X,X,O,X,X,X,X,X,O,O,X
SOTLIJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SOTLIJZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X
SOTLISJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SOTLISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SOTLIZJ,O,X,X,X,X,X,X,X,X,O,O,X,X,X
SOTLIZS,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SOTLJIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SOTLJIZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SOTLJSI,X,X,X,X,O,X,X,O,X,X,X,O,X,X
SOTLJSZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X
SOTLJZI,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SOTLJZS,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SOTLSIJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SOTLSIZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SOTLSJI,X,X,X,X,O,X,X,O,X,X,X,O,X,X
SOTLSJZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X
SOTLSZI,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SOTLSZJ,X,X,O,X,X,X,X,X,X,X,O,O,X,X
SOTLZIJ,O,X,X,X,X,X,X,X,X,O,O,X,X,X
SOTLZIS,O,X,O,X,X,X,X,X,X,O,X,X,X,X
SOTLZJI,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SOTLZJS,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SOTLZSI,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SOTLZSJ,X,X,O,X,X,X,X,X,X,X,O,O,X,X
SOTJILS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SOTJILZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X
SOTJISL,X,X,X,X,O,X,X,O,X,X,X,O,X,X
SOTJISZ,X,O,X,X,O,O,O,X,X,X,X,O,O,X
SOTJIZL,O,X,X,X,X,O,O,X,X,X,X,X,X,X
SOTJIZS,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SOTJLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SOTJLIZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SOTJLSI,X,X,X,X,O,X,X,O,X,X,X,O,X,X
SOTJLSZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X
SOTJLZI,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SOTJLZS,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SOTJSIL,X,X,X,X,O,X,X,O,X,X,X,O,X,X
SOTJSIZ,X,O,X,X,O,X,O,X,X,X,X,O,O,X
SOTJSLI,X,X,X,X,O,X,X,O,X,X,X,O,O,X
SOTJSLZ,X,X,X,X,O,X,X,O,X,X,X,O,O,X
SOTJSZI,X,O,O,X,O,X,X,X,X,X,X,O,O,X
SOTJSZL,X,X,O,X,O,X,X,O,X,X,X,O,O,X
SOTJZIL,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SOTJZIS,X,O,O,X,X,X,O,O,X,X,X,X,X,X
SOTJZLI,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SOTJZLS,X,X,X,X,X,X,X,O,X,X,O,X,X,X
SOTJZSI,X,X,O,X,O,X,X,O,X,X,X,O,X,X
SOTJZSL,X,X,O,X,O,X,X,O,X,X,X,O,X,X
SOTSILJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SOTSILZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SOTSIJL,X,O,X,X,O,X,X,O,X,X,X,O,X,X
SOTSIJZ,X,O,X,X,O,O,O,X,X,X,X,O,O,X
SOTSIZL,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SOTSIZJ,X,O,O,X,X,O,X,X,X,X,X,O,O,X
SOTSLIJ,O,O,X,X,X,X,X,X,X,X,X,O,O,X
SOTSLIZ,O,O,X,X,X,X,X,X,X,X,X,O,O,X
SOTSLJI,X,O,X,X,O,X,X,O,X,X,X,O,O,X
SOTSLJZ,X,O,X,X,O,X,X,O,X,X,X,O,O,X
SOTSLZI,O,O,O,X,X,X,X,X,X,X,X,O,O,X
SOTSLZJ,X,O,O,X,X,X,X,X,X,X,O,O,O,X
SOTSJIL,X,O,X,X,O,X,X,O,X,X,X,O,X,X
SOTSJIZ,X,O,X,X,O,X,O,X,X,X,X,O,O,X
SOTSJLI,X,O,X,X,O,X,X,O,X,X,X,O,O,X
SOTSJLZ,X,O,X,X,O,X,X,O,X,X,X,O,O,X
SOTSJZI,X,O,O,X,O,X,X,X,X,X,X,O,O,X
SOTSJZL,X,O,O,X,O,X,X,O,X,X,X,O,O,X
SOTSZIL,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SOTSZIJ,X,O,O,X,X,X,X,X,X,X,X,O,O,X
SOTSZLI,O,O,O,X,X,X,X,X,X,X,X,O,O,X
SOTSZLJ,X,O,O,X,X,X,X,X,X,X,O,O,O,X
SOTSZJI,X,O,O,X,O,X,X,X,X,X,X,O,O,X
SOTSZJL,X,O,O,X,O,X,X,O,X,X,X,O,O,X
SOTZILJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SOTZILS,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SOTZIJL,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SOTZIJS,X,O,O,X,X,O,O,O,X,X,X,X,X,X
SOTZISL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
SOTZISJ,X,O,O,X,X,X,X,O,X,X,X,O,O,X
SOTZLIJ,O,X,X,O,X,X,X,X,X,O,O,X,X,X
SOTZLIS,O,X,O,O,X,X,X,X,X,O,X,X,X,X
SOTZLJI,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SOTZLJS,X,X,X,X,X,X,X,O,X,X,O,X,X,X
SOTZLSI,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SOTZLSJ,X,X,O,X,X,X,X,O,X,X,O,O,X,X
SOTZJIL,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SOTZJIS,X,O,O,X,X,X,O,O,X,X,X,X,X,X
SOTZJLI,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SOTZJLS,X,X,X,X,X,X,X,O,X,X,O,X,X,X
SOTZJSI,X,X,O,X,O,X,X,O,X,X,X,O,X,X
SOTZJSL,X,X,O,X,O,X,X,O,X,X,X,O,X,X
SOTZSIL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
SOTZSIJ,X,O,O,X,X,X,X,O,X,X,X,O,O,X
SOTZSLI,O,O,O,X,X,X,X,X,X,X,X,O,O,X
SOTZSLJ,X,O,O,X,X,X,X,O,X,X,O,O,O,X
SOTZSJI,X,O,O,X,O,X,X,O,X,X,X,O,O,X
SOTZSJL,X,O,O,X,O,X,X,O,X,X,X,O,O,X
SOITLJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SOITLJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SOITLSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SOITLSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SOITLZJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SOITLZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SOITJLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SOITJLZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SOITJSL,X,X,X,X,O,X,X,O,X,X,X,O,X,X
SOITJSZ,X,O,X,O,O,O,O,X,X,X,X,O,X,X
SOITJZL,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SOITJZS,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SOITSLJ,O,O,X,O,X,X,X,X,X,X,X,O,X,X
SOITSLZ,O,O,X,O,X,X,X,X,X,X,X,O,X,X
SOITSJL,X,O,X,X,O,X,X,O,X,X,X,O,X,X
SOITSJZ,X,O,X,O,O,O,O,X,X,X,X,O,X,X
SOITSZL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
SOITSZJ,X,O,O,O,X,O,X,X,X,X,X,O,X,X
SOITZLJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SOITZLS,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SOITZJL,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SOITZJS,X,O,O,X,X,O,O,X,X,X,X,X,X,X
SOITZSL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
SOITZSJ,X,O,O,O,X,O,X,X,X,X,X,O,X,X
SOILTJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SOILTJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SOILTSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SOILTSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SOILTZJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X
SOILTZS,O,X,X,O,X,X,X,X,X,O,X,X,X,X
SOILJTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SOILJTZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SOILJST,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SOILJSZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SOILJZT,O,X,X,O,X,O,O,X,X,O,X,X,X,X
SOILJZS,X,O,X,O,X,O,O,X,X,O,X,X,X,X
SOILSTJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SOILSTZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SOILSJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SOILSJZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SOILSZT,O,O,X,O,X,X,X,X,X,O,X,X,X,X
SOILSZJ,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SOILZTJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X
SOILZTS,O,X,X,O,X,X,X,X,X,O,X,X,X,X
SOILZJT,O,X,X,O,X,X,X,X,X,O,X,X,X,X
SOILZJS,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SOILZST,O,O,X,O,X,X,X,X,X,O,X,X,X,X
SOILZSJ,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SOIJTLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SOIJTLZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SOIJTSL,X,X,X,X,O,X,X,O,X,X,X,O,X,X
SOIJTSZ,X,O,X,O,O,O,O,X,X,X,X,O,X,X
SOIJTZL,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SOIJTZS,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SOIJLTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SOIJLTZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SOIJLST,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SOIJLSZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SOIJLZT,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SOIJLZS,X,O,X,O,X,O,O,X,X,X,X,X,X,X
SOIJSTL,X,O,X,X,O,X,X,X,X,X,X,O,X,X
SOIJSTZ,X,O,X,O,O,O,O,X,X,X,X,O,X,X
SOIJSLT,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SOIJSLZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SOIJSZT,X,O,X,O,O,O,O,X,X,X,X,O,X,O
SOIJSZL,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SOIJZTL,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SOIJZTS,X,O,X,X,X,O,O,O,X,X,X,X,X,X
SOIJZLT,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SOIJZLS,X,O,X,O,X,O,O,X,X,X,X,X,X,X
SOIJZST,X,O,X,X,O,O,O,X,X,X,X,X,X,X
SOIJZSL,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SOISTLJ,O,O,X,O,X,X,X,X,X,X,X,O,X,X
SOISTLZ,O,O,X,O,X,X,X,X,X,X,X,O,X,X
SOISTJL,X,O,X,X,O,X,X,X,X,X,X,O,X,X
SOISTJZ,X,O,X,O,O,O,O,X,X,X,X,O,X,X
SOISTZL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
SOISTZJ,X,O,O,O,X,O,X,X,X,X,X,O,X,X
SOISLTJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SOISLTZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SOISLJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SOISLJZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SOISLZT,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SOISLZJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SOISJTL,X,O,X,X,O,X,X,X,X,X,X,O,X,X
SOISJTZ,X,O,X,O,O,O,O,X,X,X,X,O,X,X
SOISJLT,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SOISJLZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
