sequence,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhEamB5nBTjBdsBur?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhEGhBTjB/rBNsB6s?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhERhBGjBTmBXsBls?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhEFhBXiBTjBxrBSx?B,v115@9gA8IeB8HeD8DeG8CeB8JeRAJvhEtmBTjBmlBXsB6s?B,v115@9gA8IeB8HeD8DeG8CeB8JeFAJvhEXhBTjBxrB8rB+s?B,v115@9gA8IeB8HeD8DeG8CeB8JeFAJvhEXhB5nBTjBmrB8r?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhETjBxmBFmBXnBSx?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhEamBumBTjBXsB9s?B,v115@9gA8IeB8HeD8DeG8CeB8JeRAJvhEXiBTjBmlB9sBqr?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhETjBimB9sBGmBXs?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhEGhB/rBxnBNsBCt?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhEGhBxiB/rBNsBCt?B,v115@9gA8IeB8HeD8DeG8CeB8JeFAJvhExhBTjBUmBXsBGs?B
ZSLIJOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLIOTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSLIOJT,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSLJTIO,X,O,X,X,X,X,X,X,O,X,X,X,O,O
ZSLJTOI,X,O,X,X,X,X,X,X,O,X,X,X,O,O
ZSLJITO,X,X,X,X,X,X,X,X,O,X,X,O,X,O
ZSLJIOT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSLJOTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZSLJOIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSLOTIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O
ZSLOTJI,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZSLOITJ,O,X,O,X,X,X,X,O,X,X,X,X,X,O
ZSLOIJT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZSLOJTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZSLOJIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSJTILO,X,O,X,X,O,X,X,X,X,X,X,O,O,O
ZSJTIOL,X,O,O,X,O,X,X,X,X,X,X,O,O,O
ZSJTLIO,X,O,X,X,O,X,X,X,O,X,X,X,O,O
ZSJTLOI,X,O,X,X,O,X,X,X,O,X,X,X,O,O
ZSJTOIL,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZSJTOLI,X,O,X,X,O,X,X,X,X,X,X,X,O,O
ZSJITLO,X,O,X,X,O,X,X,X,X,X,X,O,O,O
ZSJITOL,X,O,O,X,O,X,X,X,X,X,X,O,O,O
ZSJILTO,X,X,X,X,X,X,X,X,O,X,X,O,X,O
ZSJILOT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSJIOTL,X,O,O,X,O,X,X,X,X,X,X,O,X,O
ZSJIOLT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSJLTIO,X,O,X,X,X,X,X,X,O,X,X,X,O,O
ZSJLTOI,X,O,X,X,X,X,X,X,O,X,X,X,O,O
ZSJLITO,X,X,X,X,X,X,X,X,O,X,X,O,X,O
ZSJLIOT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSJLOTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZSJLOIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSJOTIL,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZSJOTLI,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZSJOITL,X,O,O,X,O,X,X,X,X,X,X,O,X,O
ZSJOILT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSJOLTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZSJOLIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSOTILJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZSOTIJL,X,O,O,X,X,X,X,X,X,X,X,X,O,O
ZSOTLIJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O
ZSOTLJI,X,O,O,X,X,X,X,X,X,X,O,X,O,O
ZSOTJIL,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZSOTJLI,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZSOITLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZSOITJL,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZSOILTJ,O,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSOILJT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSOIJTL,X,O,O,X,O,X,X,X,X,X,X,O,X,O
ZSOIJLT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSOLTIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O
ZSOLTJI,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZSOLITJ,O,X,O,X,X,X,X,O,X,X,X,X,X,O
ZSOLIJT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZSOLJTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZSOLJIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSOJTIL,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZSOJTLI,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZSOJITL,X,O,O,X,O,X,X,X,X,X,X,O,X,O
ZSOJILT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSOJLTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZSOJLIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOTILJS,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOTILSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O
ZOTIJLS,O,X,X,O,X,O,O,X,X,X,X,X,X,X
ZOTIJSL,X,X,O,X,X,O,O,X,X,X,X,X,X,O
ZOTISLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZOTISJL,X,O,O,X,X,X,X,X,X,X,X,X,O,O
ZOTLIJS,O,X,X,O,X,X,X,O,X,X,O,X,X,X
ZOTLISJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
ZOTLJIS,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOTLJSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOTLSIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOTLSJI,X,O,X,X,X,X,X,X,X,X,O,X,X,O
ZOTJILS,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOTJISL,X,X,O,X,X,X,O,X,X,X,X,X,X,O
ZOTJLIS,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOTJLSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOTJSIL,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOTJSLI,X,O,X,X,X,X,X,X,X,O,X,X,X,O
ZOTSILJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZOTSIJL,X,O,O,X,X,X,X,X,X,X,X,X,O,O
ZOTSLIJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O
ZOTSLJI,X,O,O,X,X,X,X,X,X,X,O,X,O,O
ZOTSJIL,X,O,O,X,X,X,X,X,X,X,X,X,O,O
ZOTSJLI,X,O,O,X,X,X,X,X,X,O,X,X,O,O
ZOITLJS,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOITLSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O
ZOITJLS,O,X,X,O,X,O,O,X,X,X,X,X,X,X
ZOITJSL,X,X,O,X,X,O,O,X,X,X,X,X,X,O
ZOITSLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZOITSJL,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZOILTJS,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOILTSJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
ZOILJTS,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOILJST,X,X,O,O,X,X,X,O,X,X,X,X,X,X
ZOILSTJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
ZOILSJT,X,X,O,O,X,X,X,O,X,X,X,X,X,X
ZOIJTLS,O,X,X,O,X,O,O,X,X,X,X,X,X,X
ZOIJTSL,X,X,O,X,X,O,O,X,X,X,X,X,X,O
ZOIJLTS,O,X,X,O,X,O,O,X,X,X,X,X,X,X
ZOIJLST,X,X,O,O,X,O,O,X,X,X,X,X,X,X
ZOIJSTL,X,X,O,X,O,O,O,X,X,X,X,X,X,X
ZOIJSLT,X,X,O,X,X,O,O,X,X,X,X,X,X,X
ZOISTLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZOISTJL,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZOISLTJ,O,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOISLJT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOISJTL,X,O,O,X,O,X,X,X,X,X,X,O,X,O
ZOISJLT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOLTIJS,O,X,X,O,X,X,X,O,X,X,O,X,X,X
ZOLTISJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
ZOLTJIS,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOLTJSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOLTSIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOLTSJI,X,O,X,X,X,X,X,X,X,X,O,X,X,O
ZOLITJS,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOLITSJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
ZOLIJTS,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOLIJST,X,X,O,O,X,X,X,O,X,X,X,X,X,X
ZOLISTJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
ZOLISJT,X,X,O,O,X,X,X,O,X,X,X,X,X,X
ZOLJTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJTSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJITS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLJIST,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOLJSTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJSIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O
ZOLSTJI,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZOLSITJ,O,X,O,X,X,X,X,O,X,X,X,X,X,O
ZOLSIJT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOLSJTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZOLSJIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOJTILS,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOJTISL,X,X,O,X,X,X,O,X,X,X,X,X,X,O
ZOJTLIS,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOJTLSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOJTSIL,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOJTSLI,X,O,X,X,X,X,X,X,X,O,X,X,X,O
ZOJITLS,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOJITSL,X,X,O,X,X,X,O,X,X,X,X,X,X,O
ZOJILTS,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOJILST,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZOJISTL,X,X,O,X,O,X,O,X,X,X,X,X,X,X
ZOJISLT,X,X,O,X,X,X,O,X,X,X,X,X,X,X
ZOJLTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLTSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLITS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJLIST,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOJLSTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLSIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSTIL,X,O,O,X,O,X,X,X,X,X,X,X,X,O
ZOJSTLI,X,O,O,X,O,X,X,X,X,X,X,X,X,O
ZOJSITL,X,O,O,X,O,X,X,X,X,X,X,X,X,O
ZOJSILT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOJSLTI,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOJSLIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOSTILJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZOSTIJL,X,O,O,X,X,X,X,X,X,X,X,X,O,O
ZOSTLIJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O
ZOSTLJI,X,O,O,X,X,X,X,X,X,X,O,X,O,O
ZOSTJIL,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZOSTJLI,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZOSITLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZOSITJL,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZOSILTJ,O,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOSILJT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOSIJTL,X,O,O,X,O,X,X,X,X,X,X,O,X,O
ZOSIJLT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOSLTIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O
ZOSLTJI,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZOSLITJ,O,X,O,X,X,X,X,O,X,X,X,X,X,O
ZOSLIJT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOSLJTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZOSLJIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOSJTIL,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZOSJTLI,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZOSJITL,X,O,O,X,O,X,X,X,X,X,X,O,X,O
ZOSJILT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOSJLTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZOSJLIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OTILJSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTILJZS,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OTILSJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTILSZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTILZJS,O,X,X,O,X,X,X,X,X,X,O,X,X,X
OTILZSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTIJLSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTIJLZS,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OTIJSLZ,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTIJSZL,X,X,X,X,O,O,O,X,X,X,X,X,X,X
OTIJZLS,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OTIJZSL,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTISLJZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OTISLZJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OTISJLZ,X,O,O,X,O,X,X,X,X,O,X,X,X,X
OTISJZL,X,O,O,X,O,O,O,X,X,X,X,X,O,X
OTISZLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O
OTISZJL,X,O,O,X,X,O,X,X,X,X,X,X,O,O
OTIZLJS,O,X,X,O,X,X,X,X,X,X,O,X,X,X
OTIZLSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O
OTIZJLS,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OTIZJSL,X,X,O,X,X,O,O,X,X,X,X,X,X,O
OTIZSLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O
OTIZSJL,X,O,O,X,X,O,X,X,X,X,X,X,O,O
OTLIJSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLIJZS,O,X,X,X,X,O,O,X,X,X,X,X,X,X
OTLISJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLISZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLIZJS,O,X,X,X,X,X,X,O,X,X,O,X,X,X
OTLIZSJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLJISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJIZS,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLJSIZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTLJSZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTLJZIS,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLJZSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLSIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLSIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLSJIZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OTLSJZI,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OTLSZIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTLSZJI,X,O,X,X,X,X,X,X,X,X,O,X,X,O
OTLZIJS,O,X,X,X,X,X,X,O,X,X,O,X,X,X
OTLZISJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O
OTLZJIS,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLZJSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLZSIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTLZSJI,X,O,X,X,X,X,X,X,X,X,O,X,X,O
OTJILSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJILZS,O,X,X,X,X,O,O,X,X,X,X,X,X,X
OTJISLZ,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJISZL,X,X,X,X,O,O,O,X,X,X,X,X,X,X
OTJIZLS,O,X,X,X,X,O,O,X,X,X,X,X,X,X
OTJIZSL,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTJLISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLIZS,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJLSIZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTJLSZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTJLZIS,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJLZSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJSILZ,X,O,X,X,O,X,X,X,X,O,X,X,X,X
OTJSIZL,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTJSLIZ,X,O,X,X,O,X,X,X,X,O,X,X,X,X
OTJSLZI,X,O,X,X,O,X,X,X,X,O,X,X,X,X
OTJSZIL,X,O,X,X,O,X,X,X,X,X,X,X,X,O
OTJSZLI,X,O,X,X,O,X,X,X,X,O,X,X,X,O
OTJZILS,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJZISL,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OTJZLIS,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJZLSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJZSIL,X,O,X,X,X,X,X,X,X,X,X,X,X,O
OTJZSLI,X,O,X,X,X,X,X,X,X,O,X,X,X,O
OTSILJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OTSILZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OTSIJLZ,X,O,O,X,O,X,X,X,X,O,X,X,X,X
OTSIJZL,X,O,O,X,O,O,O,X,X,X,X,X,O,X
OTSIZLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O
OTSIZJL,X,O,O,X,X,O,X,X,X,X,X,X,O,O
OTSLIJZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
OTSLIZJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
OTSLJIZ,X,O,O,X,O,X,X,X,X,O,X,X,O,X
OTSLJZI,X,O,O,X,O,X,X,X,X,O,X,X,O,X
OTSLZIJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O
OTSLZJI,X,O,O,X,X,X,X,X,X,X,O,X,O,O
OTSJILZ,X,O,O,X,O,X,X,X,X,O,X,X,X,X
OTSJIZL,X,O,O,X,O,X,O,X,X,X,X,X,O,X
OTSJLIZ,X,O,O,X,O,X,X,X,X,O,X,X,O,X
OTSJLZI,X,O,O,X,O,X,X,X,X,O,X,X,O,X
OTSJZIL,X,O,O,X,O,X,X,X,X,X,X,X,O,O
OTSJZLI,X,O,O,X,O,X,X,X,X,O,X,X,O,O
OTSZILJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O
OTSZIJL,X,O,O,X,X,X,X,X,X,X,X,X,O,O
OTSZLIJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O
OTSZLJI,X,O,O,X,X,X,X,X,X,X,O,X,O,O
OTSZJIL,X,O,O,X,O,X,X,X,X,X,X,X,O,O
OTSZJLI,X,O,O,X,O,X,X,X,X,O,X,X,O,O
OTZILJS,O,X,X,O,X,X,X,X,X,X,O,X,X,X
OTZILSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O
OTZIJLS,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OTZIJSL,X,X,O,X,X,O,O,X,X,X,X,X,X,O
OTZISLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O
OTZISJL,X,O,O,X,X,X,X,X,X,X,X,X,O,O
OTZLIJS,O,X,X,O,X,X,X,O,X,X,O,X,X,X
OTZLISJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
OTZLJIS,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTZLJSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTZLSIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTZLSJI,X,O,X,X,X,X,X,X,X,X,O,X,X,O
OTZJILS,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OTZJISL,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OTZJLIS,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTZJLSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTZJSIL,X,O,X,X,X,X,X,X,X,X,X,X,X,O
OTZJSLI,X,O,X,X,X,X,X,X,X,O,X,X,X,O
OTZSILJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O
OTZSIJL,X,O,O,X,X,X,X,X,X,X,X,X,O,O
OTZSLIJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O
OTZSLJI,X,O,O,X,X,X,X,X,X,X,O,X,O,O
OTZSJIL,X,O,O,X,X,X,X,X,X,X,X,X,O,O
OTZSJLI,X,O,O,X,X,X,X,X,X,O,X,X,O,O
OITLJSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OITLJZS,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OITLSJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OITLSZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OITLZJS,O,X,X,O,X,X,X,X,X,X,O,X,X,X
OITLZSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OITJLSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OITJLZS,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OITJSLZ,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OITJSZL,X,X,X,X,O,O,O,X,X,X,X,X,X,X
OITJZLS,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OITJZSL,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OITSLJZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OITSLZJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OITSJLZ,X,O,O,X,O,X,X,X,X,O,X,X,X,X
OITSJZL,X,O,O,X,O,O,O,X,X,X,X,X,X,X
OITSZLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O
OITSZJL,X,O,O,X,X,O,X,X,X,X,X,X,X,O
OITZLJS,O,X,X,O,X,X,X,X,X,X,O,X,X,X
OITZLSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O
OITZJLS,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OITZJSL,X,X,O,X,X,O,O,X,X,X,X,X,X,O
OITZSLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O
OITZSJL,X,O,O,X,X,O,X,X,X,X,X,X,X,O
OILTJSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OILTJZS,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OILTSJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OILTSZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OILTZJS,O,X,X,O,X,X,X,O,X,X,X,X,X,X
OILTZSJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
OILJTSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OILJTZS,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OILJSTZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OILJSZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILJZTS,O,X,X,O,X,O,O,O,X,X,X,X,X,X
OILJZST,X,X,O,O,X,O,O,O,X,X,X,X,X,X
OILSTJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OILSTZJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OILSJTZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OILSJZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OILSZTJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OILSZJT,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OILZTJS,O,X,X,O,X,X,X,O,X,X,X,X,X,X
OILZTSJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
OILZJTS,O,X,X,O,X,X,X,O,X,X,X,X,X,X
OILZJST,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OILZSTJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OILZSJT,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OIJTLSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJTLZS,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OIJTSLZ,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OIJTSZL,X,X,X,X,O,O,O,X,X,X,X,X,X,X
OIJTZLS,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OIJTZSL,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OIJLTSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJLTZS,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OIJLSTZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OIJLSZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJLZTS,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OIJLZST,X,X,O,O,X,O,O,X,X,X,X,X,X,X
OIJSTLZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OIJSTZL,X,X,O,X,O,O,O,X,X,X,X,X,X,X
OIJSLTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
