sequence,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBGhBTjB/rBNsB6sB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBamB5nBTjBdsBurB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBRhBGjBTmBXsBlsB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBFhBXiBTjBxrBSxB,v115@RhA8AeB8DeG8CeB8Je/EJvhFRgBtmBTjBmlBXsB6sB,v115@RhA8AeB8DeG8CeB8Je/EJvhFFgBXhB5nBTjBmrB8rB,v115@RhA8AeB8DeG8CeB8Je2EJvhFXhBXiBTjB9sBClB0rB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBamBumBTjBXsB9sB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBTjBxmBFmBXnBSxB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBTjBimB9sBGmBXsB,v115@RhA8AeB8DeG8CeB8Je/EJvhFFgBxhBTjBUmBXsBGsB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBGhBxiB/rBNsBCtB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBGhB/rBxnBNsBCtB
SJZLTIS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJZLTIO,X,O,X,X,X,X,X,X,X,X,X,X,X
SJZLTSI,X,X,X,X,X,X,X,X,X,X,X,X,X
SJZLTSO,X,X,X,X,X,X,O,X,X,X,X,X,X
SJZLTOI,X,O,X,X,X,X,X,X,X,X,X,X,X
SJZLTOS,X,X,X,X,X,X,O,X,X,X,X,X,X
SJZLITS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJZLITO,X,O,X,X,X,X,X,X,X,X,X,X,X
SJZLIST,X,X,X,X,X,X,X,X,X,X,X,X,X
SJZLISO,X,X,O,X,X,X,X,X,X,X,X,X,X
SJZLIOT,X,O,X,X,X,X,X,X,O,X,X,X,X
SJZLIOS,X,X,O,X,X,X,X,X,O,X,X,X,X
SJZLSTI,X,X,X,X,X,X,X,O,X,X,X,X,X
SJZLSTO,X,X,X,X,X,X,X,O,X,X,X,X,X
SJZLSIT,X,X,X,X,X,X,X,O,X,X,X,X,X
SJZLSIO,X,X,O,X,X,X,X,X,X,X,X,X,X
SJZLSOT,X,X,X,X,X,X,X,O,X,X,X,X,X
SJZLSOI,X,X,O,X,X,X,X,X,X,X,X,X,X
SJZLOTI,X,O,X,X,X,X,X,X,X,X,X,X,X
SJZLOTS,X,X,X,X,X,X,O,X,X,X,X,X,X
SJZLOIT,X,O,X,X,X,X,X,X,O,X,X,X,X
SJZLOIS,X,X,O,X,X,X,X,X,O,X,X,X,X
SJZLOST,X,X,X,X,X,X,X,X,X,X,X,X,X
SJZLOSI,X,X,X,X,X,X,X,X,X,X,X,X,X
SJZSTIL,O,X,X,X,O,X,X,X,X,X,O,O,O
SJZSTIO,O,X,O,X,O,X,O,X,X,X,O,O,O
SJZSTLI,O,X,X,X,O,X,X,O,X,X,O,O,X
SJZSTLO,O,X,X,X,O,X,O,O,X,X,O,O,X
SJZSTOI,O,X,O,X,O,X,O,X,X,X,O,O,X
SJZSTOL,O,X,X,X,O,X,O,X,X,X,O,O,X
SJZSITL,O,X,X,X,O,X,X,X,X,X,O,O,O
SJZSITO,O,X,O,X,O,X,X,X,X,X,O,O,O
SJZSILT,X,X,X,X,X,X,X,O,X,X,O,X,O
SJZSILO,X,X,O,X,X,X,X,X,X,X,O,X,X
SJZSIOT,O,X,O,X,O,X,X,X,X,X,O,X,O
SJZSIOL,X,X,O,X,X,X,X,X,X,X,O,X,X
SJZSLTI,O,X,X,X,X,X,X,O,X,X,O,O,X
SJZSLTO,O,X,X,X,X,X,X,O,X,X,O,O,X
SJZSLIT,X,X,X,X,X,X,X,O,X,X,O,X,O
SJZSLIO,X,X,O,X,X,X,X,X,X,X,O,X,X
SJZSLOT,O,X,X,X,X,X,X,O,X,X,O,X,X
SJZSLOI,X,X,O,X,X,X,X,X,X,X,O,X,X
SJZSOTI,O,X,O,X,O,X,O,X,X,X,O,O,X
SJZSOTL,O,X,O,X,O,X,O,X,X,X,O,O,X
SJZSOIT,O,X,O,X,O,X,X,X,X,X,O,X,O
SJZSOIL,X,X,O,X,X,X,X,X,X,X,O,X,X
SJZSOLT,O,X,X,X,X,X,X,O,X,X,O,X,X
SJZSOLI,X,X,O,X,X,X,X,X,X,X,O,X,X
SJZOTIL,X,O,X,O,X,O,X,X,X,X,X,X,X
SJZOTIS,X,X,O,X,X,O,O,X,X,X,O,X,X
SJZOTLI,X,O,X,X,X,X,X,X,X,O,X,X,X
SJZOTLS,X,X,X,X,X,X,O,X,X,O,X,X,X
SJZOTSI,O,X,X,X,O,X,O,X,X,X,O,X,X
SJZOTSL,O,X,X,X,O,X,O,X,X,X,O,X,X
SJZOITL,X,O,X,O,X,O,X,X,X,X,X,X,X
SJZOITS,X,X,O,X,X,O,O,X,X,X,O,X,X
SJZOILT,X,O,X,O,X,O,X,X,X,X,X,X,X
SJZOILS,X,X,O,O,X,O,X,X,X,X,X,X,X
SJZOIST,X,X,O,X,O,O,X,X,X,X,O,X,X
SJZOISL,X,X,O,X,X,O,X,X,X,X,X,X,X
SJZOLTI,X,O,X,X,X,X,X,X,X,X,X,X,X
SJZOLTS,X,X,X,X,X,X,O,X,X,X,X,X,X
SJZOLIT,X,O,X,X,X,X,X,X,O,X,X,X,X
SJZOLIS,X,X,O,X,X,X,X,X,O,X,X,X,X
SJZOLST,X,X,X,X,X,X,X,X,X,X,X,X,X
SJZOLSI,X,X,X,X,X,X,X,X,X,X,X,X,X
SJZOSTI,O,X,O,X,O,X,O,X,X,X,O,X,X
SJZOSTL,O,X,O,X,O,X,O,X,X,X,O,X,X
SJZOSIT,O,X,O,X,O,X,X,X,X,X,O,X,X
SJZOSIL,X,X,O,X,X,X,X,X,X,X,O,X,X
SJZOSLT,O,X,X,X,X,X,X,X,X,X,O,X,X
SJZOSLI,X,X,O,X,X,X,X,X,X,X,O,X,X
SJOTILS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJOTILZ,X,O,X,X,X,O,X,X,X,X,X,X,X
SJOTISL,O,X,X,X,O,X,O,X,X,X,X,X,X
SJOTISZ,O,X,O,X,O,O,X,X,X,X,X,O,X
SJOTIZL,X,O,X,X,X,O,X,X,X,X,X,X,X
SJOTIZS,X,X,O,X,X,O,X,X,X,X,X,X,X
SJOTLIS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJOTLIZ,X,O,X,X,X,O,X,X,X,X,X,X,X
SJOTLSI,O,X,X,X,O,X,O,X,X,X,X,X,X
SJOTLSZ,O,X,X,X,O,X,O,X,X,X,X,X,X
SJOTLZI,X,O,X,X,X,X,X,X,X,O,X,X,X
SJOTLZS,X,X,X,X,X,X,X,X,X,O,X,X,X
SJOTSIL,O,X,X,X,O,X,O,X,X,X,X,X,X
SJOTSIZ,O,X,O,X,O,O,X,X,X,X,X,O,X
SJOTSLI,O,X,X,X,O,X,O,X,X,X,X,O,X
SJOTSLZ,O,X,X,X,O,X,O,X,X,X,X,O,X
SJOTSZI,O,X,O,X,O,X,X,X,X,X,O,O,X
SJOTSZL,O,X,X,X,O,X,O,X,X,X,O,O,X
SJOTZIL,X,O,X,X,X,O,X,X,X,X,X,X,X
SJOTZIS,X,X,O,X,X,O,O,X,X,X,O,X,X
SJOTZLI,X,O,X,X,X,X,X,X,X,O,X,X,X
SJOTZLS,X,X,X,X,X,X,O,X,X,O,X,X,X
SJOTZSI,O,X,X,X,O,X,O,X,X,X,O,X,X
SJOTZSL,O,X,X,X,O,X,O,X,X,X,O,X,X
SJOITLS,X,O,X,O,X,X,X,X,X,X,X,X,X
SJOITLZ,X,O,X,O,X,O,X,X,X,X,X,X,X
SJOITSL,O,X,X,X,O,X,O,X,X,X,X,X,X
SJOITSZ,O,X,O,X,O,O,X,X,X,X,X,X,X
SJOITZL,X,O,X,O,X,O,X,X,X,X,X,X,X
SJOITZS,X,X,O,X,X,O,X,X,X,X,X,X,X
SJOILTS,X,O,X,O,X,X,X,X,X,X,X,X,X
SJOILTZ,X,O,X,O,X,O,X,X,X,X,X,X,X
SJOILST,X,X,X,O,O,X,X,X,X,X,X,X,X
SJOILSZ,X,X,O,O,X,X,X,X,X,X,X,X,X
SJOILZT,X,O,X,O,X,O,X,X,X,X,X,X,X
SJOILZS,X,X,O,O,X,O,X,X,X,X,X,X,X
SJOISTL,O,X,O,X,O,X,X,X,X,X,X,X,X
SJOISTZ,O,X,O,X,O,O,X,X,X,X,X,X,X
SJOISLT,X,X,X,X,O,X,X,X,X,X,X,X,X
SJOISLZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOISZT,O,X,O,X,O,O,X,X,X,X,X,X,O
SJOISZL,X,X,O,X,X,O,X,X,X,X,X,X,X
SJOIZTL,X,O,X,O,X,O,X,X,X,X,X,X,X
SJOIZTS,X,X,O,X,X,O,O,X,X,X,X,X,X
SJOIZLT,X,O,X,O,X,O,X,X,X,X,X,X,X
SJOIZLS,X,X,O,O,X,O,X,X,X,X,X,X,X
SJOIZST,X,X,O,X,O,O,X,X,X,X,X,X,X
SJOIZSL,X,X,O,X,X,O,X,X,X,X,X,X,X
SJOLTIS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJOLTIZ,X,O,X,X,X,O,X,X,X,X,X,X,X
SJOLTSI,O,X,X,X,O,X,O,X,X,X,X,X,X
SJOLTSZ,O,X,X,X,O,X,O,X,X,X,X,X,X
SJOLTZI,X,O,X,X,X,X,X,X,X,X,X,X,X
SJOLTZS,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOLITS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJOLITZ,X,O,X,X,X,O,X,X,X,X,X,X,X
SJOLIST,X,X,X,X,O,X,X,X,X,X,X,X,X
SJOLISZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOLIZT,X,O,X,X,X,O,X,X,O,X,X,X,X
SJOLIZS,X,X,O,X,X,O,X,X,O,X,X,X,X
SJOLSTI,O,X,X,X,O,X,X,O,X,X,X,X,X
SJOLSTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
SJOLSIT,X,X,X,X,O,X,X,X,X,X,X,X,X
SJOLSIZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOLSZT,O,X,X,X,X,X,X,O,X,X,X,X,X
SJOLSZI,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOLZTI,X,O,X,X,X,X,X,X,X,X,X,X,X
SJOLZTS,X,X,X,X,X,X,O,X,X,X,X,X,X
SJOLZIT,X,O,X,X,X,X,X,X,O,X,X,X,X
SJOLZIS,X,X,O,X,X,X,X,X,O,X,X,X,X
SJOLZST,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOLZSI,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOSTIL,O,X,O,X,O,X,O,X,X,X,X,X,X
SJOSTIZ,O,X,O,X,O,O,X,X,X,X,X,O,X
SJOSTLI,O,X,O,X,O,X,O,X,X,X,X,O,X
SJOSTLZ,O,X,O,X,O,X,O,X,X,X,X,O,X
SJOSTZI,O,X,O,X,O,X,X,X,X,X,O,O,X
SJOSTZL,O,X,O,X,O,X,O,X,X,X,O,O,X
SJOSITL,O,X,O,X,O,X,X,X,X,X,X,X,X
SJOSITZ,O,X,O,X,O,O,X,X,X,X,X,X,X
SJOSILT,X,X,X,X,O,X,X,X,X,X,X,X,X
SJOSILZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOSIZT,O,X,O,X,O,O,X,X,X,X,X,X,O
SJOSIZL,X,X,O,X,X,O,X,X,X,X,X,X,X
SJOSLTI,O,X,X,X,O,X,X,O,X,X,X,X,X
SJOSLTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
SJOSLIT,X,X,X,X,O,X,X,X,X,X,X,X,X
SJOSLIZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOSLZT,O,X,X,X,X,X,X,O,X,X,X,X,X
SJOSLZI,X,X,O,X,X,X,X,X,X,X,X,X,X
SJOSZTI,O,X,O,X,O,X,O,X,X,X,O,O,X
SJOSZTL,O,X,O,X,O,X,O,X,X,X,O,O,X
SJOSZIT,O,X,O,X,O,X,X,X,X,X,O,X,O
SJOSZIL,X,X,O,X,X,X,X,X,X,X,O,X,X
SJOSZLT,O,X,X,X,X,X,X,O,X,X,O,X,X
SJOSZLI,X,X,O,X,X,X,X,X,X,X,O,X,X
SJOZTIL,X,O,X,O,X,O,X,X,X,X,X,X,X
SJOZTIS,X,X,O,X,X,O,O,X,X,X,O,X,X
SJOZTLI,X,O,X,X,X,X,X,X,X,O,X,X,X
SJOZTLS,X,X,X,X,X,X,O,X,X,O,X,X,X
SJOZTSI,O,X,X,X,O,X,O,X,X,X,O,X,X
SJOZTSL,O,X,X,X,O,X,O,X,X,X,O,X,X
SJOZITL,X,O,X,O,X,O,X,X,X,X,X,X,X
SJOZITS,X,X,O,X,X,O,O,X,X,X,O,X,X
SJOZILT,X,O,X,O,X,O,X,X,X,X,X,X,X
SJOZILS,X,X,O,O,X,O,X,X,X,X,X,X,X
SJOZIST,X,X,O,X,O,O,X,X,X,X,O,X,X
SJOZISL,X,X,O,X,X,O,X,X,X,X,X,X,X
SJOZLTI,X,O,X,X,X,X,X,X,X,X,X,X,X
SJOZLTS,X,X,X,X,X,X,O,X,X,X,X,X,X
SJOZLIT,X,O,X,X,X,X,X,X,O,X,X,X,X
SJOZLIS,X,X,O,X,X,X,X,X,O,X,X,X,X
SJOZLST,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOZLSI,X,X,X,X,X,X,X,X,X,X,X,X,X
SJOZSTI,O,X,O,X,O,X,O,X,X,X,O,X,X
SJOZSTL,O,X,O,X,O,X,O,X,X,X,O,X,X
SJOZSIT,O,X,O,X,O,X,X,X,X,X,O,X,X
SJOZSIL,X,X,O,X,X,X,X,X,X,X,O,X,X
SJOZSLT,O,X,X,X,X,X,X,X,X,X,O,X,X
SJOZSLI,X,X,O,X,X,X,X,X,X,X,O,X,X
SSTILJZ,O,O,X,X,X,X,X,X,X,X,X,O,X
SSTILJO,O,O,X,X,X,X,X,X,X,X,X,O,X
SSTILZJ,O,O,X,X,X,X,X,X,X,X,X,O,X
SSTILZO,O,O,X,X,X,X,X,X,X,X,X,O,X
SSTILOJ,O,O,X,X,X,X,X,X,X,X,X,O,X
SSTILOZ,O,O,X,X,X,X,X,X,X,X,X,O,X
SSTIJLZ,O,X,X,X,O,X,X,X,X,X,X,O,X
SSTIJLO,O,X,X,X,O,X,X,X,X,X,X,O,X
SSTIJZL,O,X,X,X,O,O,X,X,X,X,X,O,O
SSTIJZO,O,X,X,X,O,O,X,X,X,X,X,O,O
SSTIJOL,O,X,X,X,O,X,O,X,X,X,X,X,X
SSTIJOZ,O,X,X,X,O,O,X,X,X,X,X,O,X
SSTIZLJ,O,O,X,X,X,X,X,X,X,X,X,O,X
SSTIZLO,O,O,X,X,X,X,X,X,X,X,O,O,X
SSTIZJL,O,X,X,X,X,X,X,X,X,X,O,O,O
SSTIZJO,O,X,X,X,X,X,X,X,X,X,O,O,O
SSTIZOL,O,O,X,X,X,X,X,X,X,X,O,X,X
SSTIZOJ,O,X,X,X,X,X,X,X,X,X,O,O,X
SSTIOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X
SSTIOLZ,O,O,X,X,X,X,X,X,X,X,X,X,X
SSTIOJL,O,X,X,X,O,X,O,X,X,X,X,X,X
SSTIOJZ,O,X,X,X,O,O,X,X,X,X,X,O,X
SSTIOZL,O,O,X,X,X,X,X,X,X,X,O,X,X
SSTIOZJ,O,X,X,X,X,X,X,X,X,X,O,O,X
SSTLIJZ,O,O,X,X,X,X,X,X,X,X,X,O,X
SSTLIJO,O,O,X,X,X,X,X,X,X,X,X,O,X
SSTLIZJ,O,O,X,X,X,X,X,X,X,X,X,O,X
SSTLIZO,O,O,X,X,X,X,X,X,X,X,X,O,X
SSTLIOJ,O,O,X,X,X,X,X,X,X,X,X,O,X
SSTLIOZ,O,O,X,X,X,X,X,X,X,X,X,O,X
SSTLJIZ,O,X,X,X,O,X,X,O,X,X,X,O,X
SSTLJIO,O,X,X,X,O,X,X,O,X,X,X,O,X
SSTLJZI,O,X,X,X,O,X,X,O,X,X,X,O,X
SSTLJZO,O,X,X,X,O,X,X,O,X,X,X,O,X
SSTLJOI,O,X,X,X,O,X,O,O,X,X,X,O,X
SSTLJOZ,O,X,X,X,O,X,O,O,X,X,X,O,X
SSTLZIJ,O,O,X,X,X,X,X,X,X,X,X,O,X
SSTLZIO,O,O,X,X,X,X,X,X,X,X,O,O,X
SSTLZJI,O,X,X,X,X,X,X,O,X,X,O,O,X
SSTLZJO,O,X,X,X,X,X,X,O,X,X,O,O,X
SSTLZOI,O,O,X,X,X,X,X,X,X,X,O,O,X
SSTLZOJ,O,X,X,X,X,X,X,X,X,O,O,O,X
SSTLOIJ,O,O,X,X,X,X,X,X,X,X,X,O,X
SSTLOIZ,O,O,X,X,X,X,X,X,X,X,X,O,X
SSTLOJI,O,X,X,X,O,X,O,X,X,X,X,O,X
SSTLOJZ,O,X,X,X,O,X,O,X,X,X,X,O,X
SSTLOZI,O,O,X,X,X,X,X,X,X,X,O,O,X
SSTLOZJ,O,X,X,X,X,X,X,X,X,O,O,O,X
SSTJILZ,O,X,X,X,O,X,X,X,X,X,X,O,X
SSTJILO,O,X,X,X,O,X,X,X,X,X,X,O,X
SSTJIZL,O,X,X,X,O,O,X,X,X,X,X,O,O
SSTJIZO,O,X,X,X,O,O,X,X,X,X,X,O,O
SSTJIOL,O,X,X,X,O,X,O,X,X,X,X,X,X
SSTJIOZ,O,X,X,X,O,O,X,X,X,X,X,O,X
SSTJLIZ,O,X,X,X,O,X,X,O,X,X,X,O,X
SSTJLIO,O,X,X,X,O,X,X,O,X,X,X,O,X
SSTJLZI,O,X,X,X,O,X,X,O,X,X,X,O,X
SSTJLZO,O,X,X,X,O,X,X,O,X,X,X,O,X
SSTJLOI,O,X,X,X,O,X,O,O,X,X,X,O,X
SSTJLOZ,O,X,X,X,O,X,O,O,X,X,X,O,X
SSTJZIL,O,X,X,X,O,X,X,X,X,X,O,O,O
SSTJZIO,O,X,O,X,O,X,X,X,X,X,O,O,O
SSTJZLI,O,X,X,X,O,X,X,O,X,X,O,O,X
SSTJZLO,O,X,X,X,O,X,X,O,X,X,O,O,X
SSTJZOI,O,X,O,X,O,X,X,X,X,X,O,O,X
SSTJZOL,O,X,X,X,O,X,O,X,X,X,O,O,X
SSTJOIL,O,X,X,X,O,X,O,X,X,X,X,X,X
SSTJOIZ,O,X,O,X,O,O,X,X,X,X,X,O,X
SSTJOLI,O,X,X,X,O,X,O,X,X,X,X,O,X
SSTJOLZ,O,X,X,X,O,X,O,X,X,X,X,O,X
SSTJOZI,O,X,O,X,O,X,X,X,X,X,O,O,X
SSTJOZL,O,X,X,X,O,X,O,X,X,X,O,O,X
SSTZILJ,O,O,X,X,X,X,X,X,X,X,X,O,X
SSTZILO,O,O,X,X,X,X,X,X,X,X,O,O,X
SSTZIJL,O,X,X,X,X,X,X,X,X,X,O,O,O
SSTZIJO,O,X,O,X,X,X,X,X,X,X,O,O,O
SSTZIOL,O,O,X,X,X,X,X,X,X,X,O,X,X
SSTZIOJ,O,X,X,X,X,X,X,X,X,X,O,O,X
SSTZLIJ,O,O,X,X,X,X,X,X,X,X,X,O,X
SSTZLIO,O,O,X,X,X,X,X,X,X,X,O,O,X
SSTZLJI,O,X,X,X,X,X,X,O,X,X,O,O,X
SSTZLJO,O,X,X,X,X,X,X,O,X,X,O,O,X
SSTZLOI,O,O,X,X,X,X,X,X,X,X,O,O,X
SSTZLOJ,O,X,X,X,X,X,X,X,X,O,O,O,X
SSTZJIL,O,X,X,X,O,X,X,X,X,X,O,O,O
SSTZJIO,O,X,O,X,O,X,X,X,X,X,O,O,O
SSTZJLI,O,X,X,X,O,X,X,O,X,X,O,O,X
SSTZJLO,O,X,X,X,O,X,X,O,X,X,O,O,X
SSTZJOI,O,X,O,X,O,X,X,X,X,X,O,O,X
SSTZJOL,O,X,X,X,O,X,O,X,X,X,O,O,X
SSTZOIL,O,O,O,X,X,X,X,X,X,X,O,X,X
SSTZOIJ,O,X,O,X,X,X,X,X,X,X,O,O,X
SSTZOLI,O,O,O,X,X,X,X,X,X,X,O,O,X
SSTZOLJ,O,X,O,X,X,X,X,X,X,O,O,O,X
SSTZOJI,O,X,O,X,O,X,X,X,X,X,O,O,X
SSTZOJL,O,X,O,X,O,X,O,X,X,X,O,O,X
SSTOILJ,O,O,O,X,X,X,X,X,X,X,X,X,X
SSTOILZ,O,O,O,X,X,X,X,X,X,X,X,X,X
SSTOIJL,O,X,O,X,O,X,O,X,X,X,X,X,X
SSTOIJZ,O,X,O,X,O,O,X,X,X,X,X,O,X
SSTOIZL,O,O,O,X,X,X,X,X,X,X,O,X,X
SSTOIZJ,O,X,O,X,X,X,X,X,X,X,O,O,X
SSTOLIJ,O,O,O,X,X,X,X,X,X,X,X,O,X
SSTOLIZ,O,O,O,X,X,X,X,X,X,X,X,O,X
SSTOLJI,O,X,O,X,O,X,O,X,X,X,X,O,X
SSTOLJZ,O,X,O,X,O,X,O,X,X,X,X,O,X
SSTOLZI,O,O,O,X,X,X,X,X,X,X,O,O,X
SSTOLZJ,O,X,O,X,X,X,X,X,X,O,O,O,X
SSTOJIL,O,X,O,X,O,X,O,X,X,X,X,X,X
SSTOJIZ,O,X,O,X,O,O,X,X,X,X,X,O,X
SSTOJLI,O,X,O,X,O,X,O,X,X,X,X,O,X
SSTOJLZ,O,X,O,X,O,X,O,X,X,X,X,O,X
SSTOJZI,O,X,O,X,O,X,X,X,X,X,O,O,X
SSTOJZL,O,X,O,X,O,X,O,X,X,X,O,O,X
SSTOZIL,O,O,O,X,X,X,X,X,X,X,O,X,X
SSTOZIJ,O,X,O,X,X,X,X,X,X,X,O,O,X
SSTOZLI,O,O,O,X,X,X,X,X,X,X,O,O,X
SSTOZLJ,O,X,O,X,X,X,X,X,X,O,O,O,X
SSTOZJI,O,X,O,X,O,X,X,X,X,X,O,O,X
SSTOZJL,O,X,O,X,O,X,O,X,X,X,O,O,X
SSITLJZ,O,O,X,O,X,X,X,X,X,X,X,O,X
SSITLJO,O,O,X,O,X,X,X,X,X,X,X,O,X
SSITLZJ,O,O,X,O,X,X,X,X,X,X,X,O,X
SSITLZO,O,O,X,O,X,X,X,X,X,X,X,O,X
SSITLOJ,O,O,X,O,X,X,X,X,X,X,X,O,X
SSITLOZ,O,O,X,O,X,X,X,X,X,X,X,O,X
SSITJLZ,O,X,X,X,O,X,X,X,X,X,X,O,X
SSITJLO,O,X,X,X,O,X,X,X,X,X,X,O,X
SSITJZL,O,X,X,X,O,O,X,X,X,X,X,O,O
SSITJZO,O,X,X,X,O,O,X,X,X,X,X,O,O
SSITJOL,O,X,X,X,O,X,X,X,X,X,X,X,X
SSITJOZ,O,X,X,X,O,O,X,X,X,X,X,O,X
SSITZLJ,O,O,X,O,X,X,X,X,X,X,X,O,X
SSITZLO,O,O,X,O,X,X,X,X,X,X,O,O,X
SSITZJL,O,X,X,X,X,X,X,X,X,X,O,O,O
SSITZJO,O,X,X,X,X,X,X,X,X,X,O,O,O
SSITZOL,O,O,X,O,X,X,X,X,X,X,O,X,X
SSITZOJ,O,X,X,X,X,X,X,X,X,X,O,O,X
SSITOLJ,O,O,X,O,X,X,X,X,X,X,X,X,X
SSITOLZ,O,O,X,O,X,X,X,X,X,X,X,X,X
SSITOJL,O,X,X,X,O,X,X,X,X,X,X,X,X
SSITOJZ,O,X,X,X,O,O,X,X,X,X,X,O,X
SSITOZL,O,O,X,O,X,X,X,X,X,X,O,X,X
SSITOZJ,O,X,X,X,X,X,X,X,X,X,O,O,X
SSILTJZ,X,O,X,O,X,X,X,X,X,X,X,X,X
SSILTJO,X,O,X,O,X,X,X,X,X,X,X,X,X
SSILTZJ,X,O,X,O,X,X,X,X,X,X,X,X,X
SSILTZO,X,O,X,O,X,X,X,X,X,X,X,X,X
SSILTOJ,X,O,X,O,X,X,X,X,X,X,X,X,X
SSILTOZ,X,O,X,O,X,X,X,X,X,X,X,X,X
SSILJTZ,X,X,X,O,O,X,X,O,X,X,X,X,X
SSILJTO,X,X,X,O,O,X,X,O,X,X,X,X,X
SSILJZT,X,X,X,O,X,X,X,O,X,X,X,X,O
SSILJZO,X,X,X,O,X,X,X,X,X,X,X,X,X
SSILJOT,X,X,X,O,O,X,X,X,X,X,X,X,X
SSILJOZ,X,X,X,O,X,X,X,X,X,X,X,X,X
SSILZTJ,X,O,X,O,X,X,X,X,X,X,X,X,X
SSILZTO,X,O,X,O,X,X,X,X,X,X,X,X,X
SSILZJT,X,X,X,O,X,X,X,O,X,X,X,X,O
SSILZJO,X,X,X,O,X,X,X,X,X,X,X,X,X
SSILZOT,X,O,X,O,X,X,X,X,X,X,X,X,X
SSILZOJ,X,X,X,O,X,X,X,X,X,X,X,X,X
SSILOTJ,X,O,X,O,X,X,X,X,X,X,X,X,X
SSILOTZ,X,O,X,O,X,X,X,X,X,X,X,X,X
SSILOJT,X,X,X,O,O,X,X,X,X,X,X,X,X
SSILOJZ,X,X,X,O,X,X,X,X,X,X,X,X,X
SSILOZT,X,O,X,O,X,X,X,X,X,X,X,X,X
SSILOZJ,X,X,X,O,X,X,X,X,X,X,X,X,X
SSIJTLZ,O,X,X,X,O,X,X,X,X,X,X,O,X
SSIJTLO,O,X,X,X,O,X,X,X,X,X,X,O,X
SSIJTZL,O,X,X,X,O,O,X,X,X,X,X,O,O
SSIJTZO,O,X,X,X,O,O,X,X,X,X,X,O,O
SSIJTOL,O,X,X,X,O,X,X,X,X,X,X,X,X
SSIJTOZ,O,X,X,X,O,O,X,X,X,X,X,O,X
SSIJLTZ,X,X,X,X,O,X,X,O,X,X,X,X,X
SSIJLTO,X,X,X,X,O,X,X,O,X,X,X,X,X
SSIJLZT,X,X,X,X,X,X,X,O,X,X,X,X,O
SSIJLZO,X,X,X,X,X,X,X,X,X,X,X,X,X
SSIJLOT,X,X,X,X,O,X,X,X,X,X,X,X,X
SSIJLOZ,X,X,X,X,X,X,X,X,X,X,X,X,X
SSIJZTL,O,X,X,X,O,O,X,X,X,X,X,O,O
SSIJZTO,O,X,O,X,O,O,X,X,X,X,X,O,O
SSIJZLT,X,X,X,X,X,O,X,O,X,X,X,X,O
SSIJZLO,X,X,O,X,X,O,X,X,X,X,X,X,X
SSIJZOT,O,X,O,X,O,O,X,X,X,X,X,X,O
SSIJZOL,X,X,O,X,X,O,X,X,X,X,X,X,X
SSIJOTL,O,X,X,X,O,X,X,X,X,X,X,X,X
SSIJOTZ,O,X,O,X,O,O,X,X,X,X,X,X,X
SSIJOLT,X,X,X,X,O,X,X,X,X,X,X,X,X
SSIJOLZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SSIJOZT,O,X,O,X,O,O,X,X,X,X,X,X,O
SSIJOZL,X,X,O,X,X,O,X,X,X,X,X,X,X
SSIZTLJ,O,O,X,O,X,X,X,X,X,X,X,O,X
SSIZTLO,O,O,X,O,X,X,X,X,X,X,O,O,X
SSIZTJL,O,X,X,X,X,X,X,X,X,X,O,O,O
SSIZTJO,O,X,O,X,X,X,X,X,X,X,O,O,O
SSIZTOL,O,O,X,O,X,X,X,X,X,X,O,X,X
SSIZTOJ,O,X,X,X,X,X,X,X,X,X,O,O,X
SSIZLTJ,X,O,X,O,X,X,X,X,X,X,X,X,X
SSIZLTO,X,O,X,O,X,X,X,X,X,X,O,X,X
SSIZLJT,X,X,X,O,X,X,X,O,X,X,X,X,O
SSIZLJO,X,X,O,O,X,X,X,X,X,X,X,X,X
