sequence,v115@GhA8HeD8DeF8CeE8JeT/IvhEZlBumB3iBtqBarB,v115@GhA8HeD8DeF8CeE8JeT/IvhEihB3iB9qBcrBOqB,v115@GhA8HeD8DeF8CeE8Jei/IvhERhB3iBTmB0qBFqB,v115@GhA8HeD8DeF8CeE8JeT/IvhE0gBlhB3iBxqB2vB,v115@GhA8HeD8DeF8CeE8JeT/IvhEdmBRiBCnB0qBOqB,v115@GhA8HeD8DeF8CeE8JeT/IvhE0hBliBxqBKqBfrB,v115@GhA8HeD8DeF8CeE8JeT/IvhEZlB0hBliBCrBfrB,v115@GhA8HeD8DeF8CeE8JeT/IvhE3iBxlB0lBlmB2vB,v115@GhA8HeD8DeF8CeE8JeT/IvhEamBumB3iB0qBNqB,v115@GhA8HeD8DeF8CeE8JeT/IvhE0gBRiBNqBCnBerB,v115@GhA8HeD8DeF8CeE8JeT/IvhE3iBNqBGmBimB0qB,v115@GhA8HeD8DeF8CeE8JeiBJvhE3iBxkBcrB9qBmpB,v115@GhA8HeD8DeF8CeE8Jex/IvhEihB3iB9qBcrBmpB,v115@GhA8HeD8DeF8CeE8JeT/IvhExgBliB3mB0qBiqB
ZSLOITJ,X,O,O,X,O,X,X,X,X,X,X,O,X,O
ZSLOIJT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSLOJTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZSLOJIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSJTILO,O,O,X,X,X,X,X,X,X,X,X,X,O,X
ZSJTIOL,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSJTLIO,X,O,X,X,X,X,X,X,O,X,X,X,O,O
ZSJTLOI,X,O,X,X,X,X,X,X,O,X,X,X,O,O
ZSJTOIL,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSJTOLI,X,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSJITLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJITOL,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSJILTO,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZSJILOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJIOTL,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSJIOLT,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSJLTIO,X,O,X,X,X,X,X,X,O,X,X,X,O,O
ZSJLTOI,X,O,X,X,X,X,X,X,O,X,X,X,O,O
ZSJLITO,X,X,X,X,X,X,X,X,O,X,X,O,X,O
ZSJLIOT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSJLOTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZSJLOIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSJOTIL,O,O,O,X,X,X,X,X,X,X,X,X,X,O
ZSJOTLI,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZSJOITL,O,X,O,X,X,X,X,O,X,X,X,X,X,O
ZSJOILT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZSJOLTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZSJOLIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSOTILJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O
ZSOTIJL,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZSOTLIJ,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZSOTLJI,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZSOTJIL,O,O,O,X,X,X,X,X,X,X,X,X,O,O
ZSOTJLI,X,O,O,X,X,X,X,X,X,X,O,X,O,O
ZSOITLJ,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZSOITJL,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZSOILTJ,X,O,O,X,O,X,X,X,X,X,X,O,X,O
ZSOILJT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSOIJTL,O,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSOIJLT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSOLTIJ,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZSOLTJI,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZSOLITJ,X,O,O,X,O,X,X,X,X,X,X,O,X,O
ZSOLIJT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSOLJTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZSOLJIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSOJTIL,O,O,O,X,X,X,X,X,X,X,X,X,X,O
ZSOJTLI,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZSOJITL,O,X,O,X,X,X,X,O,X,X,X,X,X,O
ZSOJILT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZSOJLTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZSOJLIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOTILJS,X,O,O,X,O,X,X,X,X,O,X,X,X,X
ZOTILSJ,X,O,O,X,O,O,O,X,X,X,X,X,O,X
ZOTIJLS,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOTIJSL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOTISLJ,X,O,O,X,X,O,X,X,X,X,X,X,O,O
ZOTISJL,O,O,O,X,X,X,X,X,X,X,X,X,X,O
ZOTLIJS,X,O,O,X,O,X,X,X,X,O,X,X,X,X
ZOTLISJ,X,O,O,X,O,X,O,X,X,X,X,X,O,X
ZOTLJIS,X,O,O,X,O,X,X,X,X,O,X,X,O,X
ZOTLJSI,X,O,O,X,O,X,X,X,X,O,X,X,O,X
ZOTLSIJ,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZOTLSJI,X,O,O,X,O,X,X,X,X,O,X,X,O,O
ZOTJILS,O,O,O,X,X,X,X,X,X,X,X,X,O,X
ZOTJISL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
ZOTJLIS,X,O,O,X,O,X,X,X,X,O,X,X,O,X
ZOTJLSI,X,O,O,X,O,X,X,X,X,O,X,X,O,X
ZOTJSIL,O,O,O,X,X,X,X,X,X,X,X,X,O,O
ZOTJSLI,X,O,O,X,X,X,X,X,X,X,O,X,O,O
ZOTSILJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O
ZOTSIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,O
ZOTSLIJ,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZOTSLJI,X,O,O,X,O,X,X,X,X,O,X,X,O,O
ZOTSJIL,O,O,O,X,X,X,X,X,X,X,X,X,O,O
ZOTSJLI,X,O,O,X,X,X,X,X,X,X,O,X,O,O
ZOITLJS,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOITLSJ,X,O,O,X,O,O,O,X,X,X,X,X,X,X
ZOITJLS,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOITJSL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOITSLJ,X,O,O,X,X,O,X,X,X,X,X,X,X,O
ZOITSJL,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZOILTJS,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOILTSJ,X,O,O,X,O,O,O,X,X,X,X,X,X,X
ZOILJTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOILJST,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOILSTJ,X,O,O,X,O,O,O,X,X,X,X,O,X,X
ZOILSJT,X,X,O,X,X,O,O,X,X,X,X,X,X,X
ZOIJTLS,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOIJTSL,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOIJLTS,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZOIJLST,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOIJSLT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOISTLJ,X,O,O,X,X,O,X,X,X,X,X,X,X,O
ZOISTJL,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZOISLTJ,X,O,O,X,O,O,X,X,X,X,X,O,X,O
ZOISLJT,X,X,O,X,X,O,X,X,X,X,X,X,X,O
ZOISJTL,O,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOISJLT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOLTIJS,X,O,O,X,O,X,X,X,X,O,X,X,X,X
ZOLTISJ,X,O,O,X,O,X,O,X,X,X,X,X,O,X
ZOLTJIS,X,O,O,X,O,X,X,X,X,O,X,X,O,X
ZOLTJSI,X,O,O,X,O,X,X,X,X,O,X,X,O,X
ZOLTSIJ,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZOLTSJI,X,O,O,X,O,X,X,X,X,O,X,X,O,O
ZOLITJS,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOLITSJ,X,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOLIJTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLIJST,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLISTJ,X,O,O,X,O,X,O,X,X,X,X,O,X,X
ZOLISJT,X,X,O,X,X,X,O,X,X,X,X,X,X,X
ZOLJTIS,X,O,X,X,O,X,X,X,O,X,X,X,X,X
ZOLJTSI,X,O,X,X,O,X,X,X,O,X,X,X,X,X
ZOLJITS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLJIST,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLJSTI,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOLJSIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLSTIJ,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZOLSTJI,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZOLSITJ,X,O,O,X,O,X,X,X,X,X,X,O,X,O
ZOLSIJT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOLSJTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZOLSJIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOJTILS,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJTISL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJTLIS,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOJTLSI,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOJTSIL,O,O,O,X,X,X,X,X,X,X,X,X,X,O
ZOJTSLI,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZOJITLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJITSL,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJILTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJILST,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJISTL,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOJISLT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOJLTIS,X,O,X,X,O,X,X,X,O,X,X,X,X,X
ZOJLTSI,X,O,X,X,O,X,X,X,O,X,X,X,X,X
ZOJLITS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJLIST,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJLSTI,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOJLSIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJSTIL,O,O,O,X,X,X,X,X,X,X,X,X,X,O
ZOJSTLI,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZOJSITL,O,X,O,X,X,X,X,O,X,X,X,X,X,O
ZOJSILT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOJSLTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZOJSLIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOSTILJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O
ZOSTIJL,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZOSTLIJ,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZOSTLJI,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZOSTJIL,O,O,O,X,X,X,X,X,X,X,X,X,O,O
ZOSTJLI,X,O,O,X,X,X,X,X,X,X,O,X,O,O
ZOSITLJ,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZOSITJL,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZOSILTJ,X,O,O,X,O,X,X,X,X,X,X,O,X,O
ZOSILJT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOSIJTL,O,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOSIJLT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOSLTIJ,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZOSLTJI,X,O,O,X,O,X,X,X,X,X,X,X,O,O
ZOSLITJ,X,O,O,X,O,X,X,X,X,X,X,O,X,O
ZOSLIJT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOSLJTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZOSLJIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOSJTIL,O,O,O,X,X,X,X,X,X,X,X,X,X,O
ZOSJTLI,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZOSJITL,O,X,O,X,X,X,X,O,X,X,X,X,X,O
ZOSJILT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOSJLTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
ZOSJLIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OTILJSZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OTILJZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTILSJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OTILSZJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTILZJS,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTILZSJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X
OTIJLSZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OTIJLZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTIJSLZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
OTIJSZL,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTIJZLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTIJZSL,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTISLJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OTISLZJ,X,X,O,X,X,O,O,X,X,X,X,X,X,O
OTISJLZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
OTISJZL,O,X,X,O,X,X,X,X,X,X,X,X,X,O
OTISZLJ,X,O,O,X,X,O,X,X,X,X,X,X,O,O
OTISZJL,O,O,O,O,X,X,X,X,X,X,X,X,X,O
OTIZLJS,X,O,O,X,O,X,X,X,X,O,X,X,X,X
OTIZLSJ,X,O,O,X,O,O,O,X,X,X,X,X,O,X
OTIZJLS,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OTIZJSL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OTIZSLJ,X,O,O,X,X,O,X,X,X,X,X,X,O,O
OTIZSJL,O,O,O,O,X,X,X,X,X,X,X,X,X,O
OTLIJSZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X
OTLIJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLISJZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X
OTLISZJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTLIZJS,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTLIZSJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X
OTLJISZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLJIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJSIZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLJSZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLJZIS,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTLJZSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTLSIJZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLSIZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OTLSJIZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLSJZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLSZIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,O
OTLSZJI,X,O,X,X,X,X,X,X,X,O,X,X,X,O
OTLZIJS,X,O,X,X,O,X,X,X,X,O,X,X,X,X
OTLZISJ,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTLZJIS,X,O,X,X,O,X,X,X,X,O,X,X,X,X
OTLZJSI,X,O,X,X,O,X,X,X,X,O,X,X,X,X
OTLZSIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,O
OTLZSJI,X,O,X,X,O,X,X,X,X,O,X,X,X,O
OTJILSZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X
OTJILZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJISLZ,O,X,X,X,X,X,X,O,X,X,O,X,X,X
OTJISZL,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJIZLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJIZSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLISZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJLIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLSIZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJLSZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJLZIS,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTJLZSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTJSILZ,O,X,X,X,X,X,X,O,X,X,O,X,X,X
OTJSIZL,O,X,X,X,X,X,X,O,X,X,X,X,X,O
OTJSLIZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJSLZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJSZIL,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTJSZLI,X,O,X,X,X,X,X,X,X,X,O,X,X,O
OTJZILS,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJZISL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJZLIS,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OTJZLSI,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OTJZSIL,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTJZSLI,X,O,X,X,X,X,X,X,X,X,O,X,X,O
OTSILJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OTSILZJ,X,X,O,X,X,O,O,X,X,X,X,X,X,O
OTSIJLZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
OTSIJZL,O,X,X,O,X,X,X,X,X,X,X,X,X,O
OTSIZLJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O
OTSIZJL,O,O,O,O,X,X,X,X,X,X,X,X,X,O
OTSLIJZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OTSLIZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OTSLJIZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSLJZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSLZIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,O
OTSLZJI,X,O,X,X,X,X,X,X,X,O,X,X,X,O
OTSJILZ,O,X,X,O,X,X,X,O,X,X,O,X,X,X
OTSJIZL,O,X,X,O,X,X,X,O,X,X,X,X,X,O
OTSJLIZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSJLZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSJZIL,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTSJZLI,X,O,X,X,X,X,X,X,X,X,O,X,X,O
OTSZILJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O
OTSZIJL,O,O,O,O,X,X,X,X,X,X,X,X,X,O
OTSZLIJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O
OTSZLJI,X,O,O,X,X,X,X,X,X,O,X,X,O,O
OTSZJIL,O,O,O,X,X,X,X,X,X,X,X,X,O,O
OTSZJLI,X,O,O,X,X,X,X,X,X,X,O,X,O,O
OTZILJS,X,O,O,X,O,X,X,X,X,O,X,X,X,X
OTZILSJ,X,O,O,X,O,O,O,X,X,X,X,X,O,X
OTZIJLS,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OTZIJSL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OTZISLJ,X,O,O,X,X,O,X,X,X,X,X,X,O,O
OTZISJL,O,O,O,X,X,X,X,X,X,X,X,X,X,O
OTZLIJS,X,O,O,X,O,X,X,X,X,O,X,X,X,X
OTZLISJ,X,O,O,X,O,X,O,X,X,X,X,X,O,X
OTZLJIS,X,O,O,X,O,X,X,X,X,O,X,X,O,X
OTZLJSI,X,O,O,X,O,X,X,X,X,O,X,X,O,X
OTZLSIJ,X,O,O,X,O,X,X,X,X,X,X,X,O,O
OTZLSJI,X,O,O,X,O,X,X,X,X,O,X,X,O,O
OTZJILS,O,O,O,X,X,X,X,X,X,X,X,X,O,X
OTZJISL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
OTZJLIS,X,O,O,X,O,X,X,X,X,O,X,X,O,X
OTZJLSI,X,O,O,X,O,X,X,X,X,O,X,X,O,X
OTZJSIL,O,O,O,X,X,X,X,X,X,X,X,X,O,O
OTZJSLI,X,O,O,X,X,X,X,X,X,X,O,X,O,O
OTZSILJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O
OTZSIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,O
OTZSLIJ,X,O,O,X,O,X,X,X,X,X,X,X,O,O
OTZSLJI,X,O,O,X,O,X,X,X,X,O,X,X,O,O
OTZSJIL,O,O,O,X,X,X,X,X,X,X,X,X,O,O
OTZSJLI,X,O,O,X,X,X,X,X,X,X,O,X,O,O
OITLJSZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OITLJZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OITLSJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OITLSZJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OITLZJS,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OITLZSJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X
OITJLSZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OITJLZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OITJSLZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
OITJSZL,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OITJZLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OITJZSL,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OITSLJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OITSLZJ,X,X,O,X,X,O,O,X,X,X,X,X,X,O
OITSJLZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
OITSJZL,O,X,X,O,X,X,X,X,X,X,X,X,X,O
OITSZLJ,X,O,O,X,X,O,X,X,X,X,X,X,X,O
OITSZJL,O,O,O,O,X,X,X,X,X,X,X,X,X,O
OITZLJS,X,O,O,X,O,X,X,X,X,O,X,X,X,X
OITZLSJ,X,O,O,X,O,O,O,X,X,X,X,X,X,X
OITZJLS,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OITZJSL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OITZSLJ,X,O,O,X,X,O,X,X,X,X,X,X,X,O
OITZSJL,O,O,O,O,X,X,X,X,X,X,X,X,X,O
OILTJSZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OILTJZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OILTSJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OILTSZJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OILTZJS,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OILTZSJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X
OILJTSZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OILJTZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OILJSTZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OILJSZT,X,X,O,O,X,O,O,X,X,X,X,X,X,X
OILJZTS,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OILJZST,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILSTJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OILSTZJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OILSJTZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OILSJZT,X,X,O,O,X,O,O,X,X,X,X,X,X,X
OILSZTJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X
OILSZJT,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OILZTJS,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OILZTSJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X
OILZJTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OILZJST,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILZSTJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X
OILZSJT,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OIJTLSZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OIJTLZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJTSLZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
OIJTSZL,O,X,X,O,X,X,X,O,X,X,X,X,X,X
OIJTZLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJTZSL,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJLTSZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OIJLTZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJLSTZ,O,X,X,O,X,O,O,O,X,X,X,X,X,X
OIJLSZT,X,X,O,O,X,O,O,O,X,X,X,X,X,X
OIJLZTS,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OIJLZST,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJSTLZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
OIJSTZL,O,X,X,O,X,X,X,O,X,X,X,X,X,X
OIJSLTZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
OIJSLZT,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OIJSZTL,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OIJSZLT,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OIJZTLS,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OIJZTSL,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OIJZLTS,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OIJZLST,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OIJZSTL,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OIJZSLT,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OISTLJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OISTLZJ,X,X,O,X,X,O,O,X,X,X,X,X,X,O
OISTJLZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
OISTJZL,O,X,X,O,X,X,X,X,X,X,X,X,X,O
OISTZLJ,X,O,O,X,X,O,X,X,X,X,X,X,X,O
